department,station,safety_center,address,jurisdiction
인천소방본부,인천미추홀소방서,주안119안전센터,인천광역시 미추홀구 한나루로 607 (도화동),"인천광역시 미추홀구 주안1동, 인천광역시 미추홀구 주안6동, 인천광역시 미추홀구 도화1동"
인천소방본부,인천부평소방서,119구조대,인천광역시 부평구 부평대로 324,
인천소방본부,인천부평소방서,갈산119안전센터,인천광역시 부평구 부평대로 324 (갈산동),"인천광역시 부평구 갈산1동, 인천광역시 부평구 갈산2동, 인천광역시 부평구 청천1동, 인천광역시 부평구 청천2동"
인천소방본부,인천부평소방서,부개119안전센터,인천광역시 부평구 부개로 6 (부개동),"인천광역시 부평구 부개1동, 인천광역시 부평구 부개2동, 인천광역시 부평구 부개3동, 인천광역시 부평구 부평5동, 인천광역시 부평구 일산동, 인천광역시 부평구 구산동"
인천소방본부,인천부평소방서,부흥119안전센터,인천광역시 부평구 부평대로 8 (부평동),"인천광역시 부평구 부평1동, 인천광역시 부평구 부평4동, 인천광역시 부평구 부평5동, 인천광역시 부평구 부평6동"
인천소방본부,인천부평소방서,산곡119안전센터,인천광역시 부평구 마장로 198 (산곡동),"인천광역시 부평구 산곡1동, 인천광역시 부평구 산곡2동, 인천광역시 부평구 산곡3동, 인천광역시 부평구 산곡4동, 인천광역시 부평구 부평2동, 인천광역시 부평구 부평3동"
인천소방본부,인천부평소방서,삼산119안전센터,인천광역시 부평구 충선로 252 (삼산동),"인천광역시 부평구 삼산1동, 인천광역시 부평구 삼산2동"
인천소방본부,인천부평소방서,십정119안전센터,인천광역시 부평구 경원대로 1111 (십정동),"인천광역시 부평구 십정1동, 인천광역시 부평구 십정2동"
인천소방본부,인천서부소방서,119구조대,인천광역시 서해구 서곶로292,
인천소방본부,인천서부소방서,가좌119안전센터,인천광역시 서해구 서구 백범로 678번길 17 (가좌동),"인천광역시 서해구 가좌2동, 인천광역시 서해구 가좌3동, 인천광역시 서해구 가좌4동"
인천소방본부,인천서부소방서,검암119안전센터,인천광역시 서해구 승학로 474 (검암동),"인천광역시 서해구 시천동, 인천광역시 서해구 검암동, 인천광역시 서해구 경서동"
인천소방본부,인천서부소방서,석남119안전센터,인천광역시 서해구 석남로 102 (석남동),"인천광역시 서해구 석남1동, 인천광역시 서해구 석남2동, 인천광역시 서해구 석남3동, 인천광역시 서해구 가좌1동"
인천소방본부,인천서부소방서,신현119안전센터,인천광역시 서해구 가정로 333-1 (신현동),"인천광역시 서해구 신현동, 인천광역시 서해구 가정1동, 인천광역시 서해구 가정2동, 인천광역시 서해구 가정3동"
인천소방본부,인천서부소방서,연희119안전센터,인천광역시 서해구 서곶로 292 (심곡동),"인천광역시 서해구 연희동, 인천광역시 서해구 심곡동, 인천광역시 서해구 공촌동"
인천소방본부,인천서부소방서,원창119안전센터,인천광역시 서해구 북항로32번길 47-5,인천광역시 서해구 원창동
인천소방본부,인천서부소방서,청라119안전센터,인천광역시 서해구 청라한내로 77 (경서동),"인천광역시 서해구 청라1동, 인천광역시 서해구 청라2동, 인천광역시 서해구 청라3동"
인천소방본부,인천송도소방서,119구조대,인천광역시 연수구 첨단대로60번길 15,
인천소방본부,인천송도소방서,국제119안전센터,인천광역시 연수구 센트럴로 412(송도동),"인천광역시 연수구 송도4동, 인천광역시 연수구 송도5동"
인천소방본부,인천송도소방서,미래119안전센터,인천광역시 연수구 첨단대로 60번길 15(송도동),"인천광역시 연수구 송도3동, 인천광역시 연수구 송도1동"
인천소방본부,인천송도소방서,신송119안전센터,인천광역시 연수구 해돋이로 92(송도동),"인천광역시 연수구 송도1동, 인천광역시 연수구 송도2동"
인천소방본부,인천송도소방서,영흥119안전센터,인천광역시 옹진군 영흥면 영흥로 283-32,인천광역시 옹진군 영흥면
인천소방본부,인천영종소방서,119구조대,인천광역시 영종구 제2터미널대로 268,
인천소방본부,인천영종소방서,공항119안전센터,인천광역시 중구 제2터미널대로 268 (운서동),"인천광역시 영종구 운서동, 인천광역시 북도면"
인천소방본부,인천영종소방서,용유119안전센터,인천광역시 중구 용유서로128번길 1 (을왕동),"인천광역시 영종구 을왕동, 인천광역시 영종구 덕교동, 인천광역시 영종구 남북동, 인천광역시 영종구 무의동"
인천소방본부,인천영종소방서,운남119안전센터,인천광역시 중구 운남로 116 (운남동),"인천광역시 영종구 중산동, 인천광역시 영종구 운남동"
인천소방본부,인천영종소방서,운서119안전센터,인천광역시 중구 흰바위로 27번길 16 (운서동),"인천광역시 영종구 운서동, 인천광역시 영종구 운북동"
인천소방본부,인천중부소방서,119구조대,인천광역시 제물포구 인중로 204,
인천소방본부,인천중부소방서,대청119지역대,인천광역시 옹진군 대청면 대청로244번길 45(대청리),인천광역시 옹진군 대청면
인천소방본부,인천중부소방서,덕적119지역대,인천광역시 옹진군 덕적면 덕적북로 113(진리),인천광역시 옹진군 덕적면
인천소방본부,인천중부소방서,만석119안전센터,인천광역시 제물포구 제물량로 396 (만석동),"인천광역시 제물포구 전동, 인천광역시 제물포구 송월동, 인천광역시 제물포구 만석동, 인천광역시 제물포구 화평동, 인천광역시 제물포구 화수동"
인천소방본부,인천중부소방서,백령119안전센터,인천광역시 옹진군 백령면 백령남로 30,"인천광역시 옹진군 백령면, 인천광역시 옹진군 대청면"
인천소방본부,인천중부소방서,소방정대,인천광역시 제물포구 연연부두로 128번길 16,"인천광역시 제물포구, 인천광역시 옹진군"
인천소방본부,인천중부소방서,송림119안전센터,인천광역시 제물포구 샛골로 133 (송림동),"인천광역시 제물포구 금곡동, 인천광역시 제물포구 창영동, 인천광역시 제물포구 송림동"
인천소방본부,인천중부소방서,송현119안전센터,인천광역시 제물포구 방축로 39 (송현동),"인천광역시 제물포구 송현동, 인천광역시 제물포구 송림동"
인천소방본부,인천중부소방서,연안119안전센터,인천광역시 제물포구 축항대로 118번길 114 (항동7가),"인천광역시 제물포구 신흥동3가, 항동7가"
인천소방본부,인천중부소방서,연평119지역대,인천광역시 옹진군 연평면 연평로821번길35(연평리),인천광역시 옹진군 연평면
인천소방본부,인천중부소방서,자월119지역대,인천광역시 옹진군 자월면 자월서로 86(자월리),인천광역시 옹진군 자월면
인천소방본부,인천중부소방서,중앙119안전센터,인천광역시 제물포구 인중로 204 (항동6가),"인천광역시 제물포구 중앙동, 인천광역시 제물포구 해안동, 인천광역시 제물포구 항동1가, 인천광역시 제물포구 항동2가, 인천광역시 제물포구 항동3가, 인천광역시 제물포구 항동4가, 인천광역시 제물포구 항동5가, 인천광역시 제물포구 항동5가, 인천광역시 제물포구 항동6가, 인천광역시 제물포구 관동, 인천광역시 제물포구 송학동, 인천광역시 제물포구 신포동, 인천광역시 제물포구 도원동, 인천광역시 제물포구 북성동, 인천광역시 제물포구 선린동, 인천광역시 제물포구 유동, 인천광역시 제물포구 경동, 인천광역시 제물포구 율목동, 인천광역시 제물포구 용동, 인천광역시 제물포구 사동, 인천광역시 제물포구 답동, 인천광역시 제물포구 신생동, 인천광역시 제물포구 선화동, 인천광역시 제물포구 내동, 인천광역시 제물포구 신흥동1가, 인천광역시 제물포구 신흥동2가, 인천광역시 제물포구 인현동, 인천광역시 제물포구 항동7가, 인천광역시 제물포구 신흥동3가, 인천광역시 옹진군 연평면, 인천광역시 옹진군 덕적면, 인천광역시 옹진군 자월면"
전남광주소방안전본부,강진소방서,119구조대,전남광주통합특별시 강진군 군동면 중앙로 223,
전남광주소방안전본부,강진소방서,강진119안전센터,전남광주통합특별시 강진군 군동면 중앙로 223,"강진군 강진읍, 강진군 군동면, 강진군 칠량면, 강진군 마량면,  강진군 도암면, 강진군 성전면, 강진군 작천면, 강진군 병영면"
전남광주소방안전본부,강진소방서,강진119안전센터,전남광주통합특별시 강진군 군동면 중앙로 223,
전남광주소방안전본부,강진소방서,도암119지역대,전남광주통합특별시 강진군 도암면 백도로 1966,강진군 도암면
전남광주소방안전본부,강진소방서,마량119지역대,전남광주통합특별시 강진군 마량면 마량5길 7,강진군 마량면
전남광주소방안전본부,강진소방서,병영119지역대,전남광주통합특별시 강진군 군동면 중앙로 223,강진군 
전남광주소방안전본부,강진소방서,성전119안전센터,전남광주통합특별시 강진군 성전면 예향로 16,강진군 성전면
전남광주소방안전본부,강진소방서,작천119지역대,전남광주통합특별시 강진군 작천면 평리길 37-4,강진군 작천면
전남광주소방안전본부,강진소방서,칠량119지역대,전남광주통합특별시 강진군 칠량면 칠량로 47,강진군 칠량면
전남광주소방안전본부,고흥소방서,119구조대,전남광주통합특별시 고흥군 풍양면 고흥로 1330,
전남광주소방안전본부,고흥소방서,고흥119안전센터,전남광주통합특별시 고흥군 풍양면 고흥로 1330,"고흥군 고흥읍, 고흥군 도화면, 고흥군 포두면, 고흥군 점암면, 고흥군 두원면, 고흥군 동일면, 고흥군  봉래면, 고흥군 풍양면"
전남광주소방안전본부,고흥소방서,과역119안전센터,전남광주통합특별시 고흥군 과역면 과역로 974,"고흥군 과역면, 고흥군 대서면, 고흥군 동강면, 고흥군 남양면, 고흥군 영남면"
