department,station,safety_center,address,jurisdiction
서울소방재난본부,서울송파소방서,거여119안전센터,서울특별시 송파구 마천로 329 (마천동),"서울특별시 송파구 거여1동, 서울특별시 송파구 거여2동, 서울특별시 송파구 마천1동, 서울특별시 송파구 마천2동"
서울소방재난본부,서울송파소방서,마천119안전센터,서울특별시 송파구 오금로51길 56 (마천동),"서울특별시 송파구 오금동, 서울특별시 송파구 가락2동, 서울특별시 송파구 문정1동, 서울특별시 송파구 장지동, 서울특별시 송파구 마천2동"
서울소방재난본부,서울송파소방서,방이119안전센터,서울특별시 송파구 강동대로 286 (방이동),"서울특별시 송파구 방이1동, 서울특별시 송파구 방이2동, 서울특별시 송파구 풍납1동, 서울특별시 송파구 풍납2동, 서울특별시 송파구 오륜동"
서울소방재난본부,서울송파소방서,잠실119안전센터,서울특별시 송파구 석촌호수로 151 (잠실동),"서울특별시 송파구 잠실3동, 서울특별시 송파구 잠실4동, 서울특별시 송파구 잠실6동, 서울특별시 송파구 삼전동, 서울특별시 송파구 석촌동, 서울특별시 송파구 송파1동"
서울소방재난본부,서울송파소방서,종합운동장119안전센터,서울특별시 송파구 올림픽로 25 (잠실동),"서울특별시 송파구 잠실본동, 서울특별시 송파구 잠실2동, 서울특별시 송파구 잠실3동, 서울특별시 송파구 잠실7동"
서울소방재난본부,서울양천소방서,119구조대,서울특별시 양천구 목동서로 180,
서울소방재난본부,서울양천소방서,목동119안전센터,서울특별시 양천구 안양천로 1139 (목동),"서울특별시 양천구 목2동, 서울특별시 양천구 목3동, 서울특별시 양천구 목5동"
서울소방재난본부,서울양천소방서,신월119안전센터,서울특별시 양천구 남부순환로 448 (신월동),"서울특별시 양천구 신월1동, 서울특별시 양천구 신월3동, 서울특별시 양천구 신월5동, 서울특별시 양천구 신월7동"
서울소방재난본부,서울양천소방서,신정119안전센터,서울특별시 양천구 신월로 268 (신정동),"서울특별시 양천구 신정1동, 서울특별시 양천구 신정3동, 서울특별시 양천구 신정4동, 서울특별시 양천구 신월2동, 서울특별시 양천구 신월4동"
서울소방재난본부,서울양천소방서,신트리119안전센터,서울특별시 양천구 신정로 238 (신정동),"서울특별시 양천구 신정3동, 서울특별시 양천구 신정6동, 서울특별시 양천구 신정7동, 서울특별시 양천구 신월6동"
서울소방재난본부,서울양천소방서,양천119안전센터,서울특별시 양천구 목동서로 180 (목동),"서울특별시 양천구 목1동, 서울특별시 양천구 목4동, 서울특별시 양천구 목5동, 서울특별시 양천구 신정2동, 서울특별시 양천구 신정4동"
서울소방재난본부,서울영등포소방서,119구조대,서울특별시 영등포구 문래로 197,
서울소방재난본부,서울영등포소방서,당산119안전센터,서울특별시 영등포구 양평로 70-1 (당산동6가),"서울특별시 영동포구 당산1동, 서울특별시 영동포구 당산2동, 서울특별시 영동포구 양평1동, 서울특별시 영동포구 양평2동"
서울소방재난본부,서울영등포소방서,대림119안전센터,서울특별시 영등포구 도림로 212 (신길동),"서울특별시 영동포구 대림동, 서울특별시 영동포구 신길5동, 서울특별시 영동포구 신길6동"
서울소방재난본부,서울영등포소방서,신길119안전센터,서울특별시 영등포구 영등포로84길 31 (신길동),"서울특별시 영등포구 신길1동, 서울특별시 영동포구 신길2동, 서울특별시 영동포구 신길4동, 서울특별시 영동포구 신길6동"
서울소방재난본부,서울영등포소방서,여의도119안전센터,서울특별시 영등포구 의사당대로 162 (여의도동),서울특별시 영동포구 여의도동
서울소방재난본부,서울영등포소방서,영등포119안전센터,서울특별시 영등포구 문래로 197 (영등포동4가),"서울특별시 영동포구 영등포1동, 서울특별시 영동포구 영등포3동, 서울특별시 영동포구 도림동, 서울특별시 영동포구 문래1동, 서울특별시 영동포구 문래2동, 서울특별시 영동포구 신길3동"
서울소방재난본부,서울용산소방서,119구조대,서울특별시 용산구 한강대로 167,
서울소방재난본부,서울용산소방서,서빙고119안전센터,서울특별시 용산구 서빙고로67길 7 (서빙고동),"서울특별시 용산구 서빙고동, 서울특별시 용산구 이촌1동, 서울특별시 용산구 주성동, 서울특별시 용산구 용산동6가, 서울특별시 용산구 동빙고동"
서울소방재난본부,서울용산소방서,이촌119안전센터,서울특별시 용산구 이촌로2가길 1 (이촌동),"서울특별시 용산구 도원동, 서울특별시 용산구 용문동, 서울특별시 용산구 청암동, 서울특별시 용산구 산천동, 서울특별시 용산구 신창동, 서울특별시 용산구 원효로3가, 서울특별시 용산구 원효로4가, 서울특별시 용산구 한강로3가, 서울특별시 용산구 이촌2동"
서울소방재난본부,서울용산소방서,이태원119안전센터,서울특별시 용산구 이태원로 196 (이태원동),"서울특별시 용산구 이태원동, 서울특별시 용산구 한남동, 서울특별시 용산구 보광동"
서울소방재난본부,서울용산소방서,한강로119안전센터,서울특별시 용산구 한강대로 167 (한강로2가),"서울특별시 용산구 서계동, 서울특별시 용산구 청파동1가, 서울특별시 용산구 청파동3가, 서울특별시 용산구 갈월동, 서울특별시 용산구 효창동, 서울특별시 용산구 남영동, 서울특별시 용산구 원효로1가, 서울특별시 용산구 원효로2가, 서울특별시 용산구 한강로1가, 서울특별시 용산구 한강로2가, 서울특별시 용산구 신계동, 서울특별시 용산구 문배동, 서울특별시 용산구 용산동3가 서울특별시 용산구 용산동 5가"
서울소방재난본부,서울용산소방서,후암119안전센터,서울특별시 용산구 후암로 34 (후암동),"서울특별시 용산구 동자동, 서울특별시 용산구 후암동, 서울특별시 용산구 용산동1가, 서울특별시 용산구 용산동2가"
서울소방재난본부,서울은평소방서,119구조대,서울특별시 은평구 통일로 962,
서울소방재난본부,서울은평소방서,녹번119안전센터,서울특별시 은평구 은평로 245 (녹번동),"서울특별시 은평구 녹번동, 서울특별시 은평구 응암1동, 서울특별시 은평구 응암2동, 서울특별시 은평구 응암3동"
서울소방재난본부,서울은평소방서,수색119안전센터,서울특별시 은평구 수색로 320 (수색동),"서울특별시 은평구 신사1동, 서울특별시 은평구 신사2동, 서울특별시 은평구 수색동, 서울특별시 은평구 증산동"
서울소방재난본부,서울은평소방서,역촌119안전센터,서울특별시 은평구 갈현로 80 (역촌동),"서울특별시 은평구 역촌동, 서울특별시 은평구 구산동, 서울특별시 은평구 갈현2동"
서울소방재난본부,서울은평소방서,진관119안전센터,서울특별시 은평구 통일로 962 (진관동),"서울특별시 은평구 진관동, 서울특별시 은평구 갈현1동, 서울특별시 은평구 대조동, 서울특별시 은평구 불광1동, 서울특별시 은평구 불광2동"
서울소방재난본부,서울종로소방서,119구조대,서울특별시 종로구 율곡로 78,
서울소방재난본부,서울종로소방서,세종로119안전센터,서울특별시 종로구 율곡로 78(운니동),"서울특별시 종로구 중학동, 서울특별시 종로구 수송동, 서울특별시 종로구 견지동, 서울특별시 종로구 관훈동, 서울특별시 종로구 청진동, 서울특별시 종로구 공평동, 서울특별시 종로구 종로1가, 서울특별시 종로구 서린동, 서울특별시 종로구 내자동, 서울특별시 종로구 적선동, 서울특별시 종로구 평동, 서울특별시 종로구 송월동, 서울특별시 종로구 도렴동, 서울특별시 종로구 당주동, 서울특별시 종로구 내수동, 서울특별시 종로구 신문로1가, 서울특별시 종로구 신문로2가, 서울특별시 종로구 세종로동, 서울특별시 종로구 소격동, 서울특별시 종로구 사간동, 서울특별시 종로구 송현동, 서울특별시 종로구 종로2가, 서울특별시 종로구 인사동, 서울특별시 종로구 관철동, 서울특별시 종로구 삼청동, 서울특별시 종로구 팔판동, 서울특별시 종로구 안국동"
서울소방재난본부,서울종로소방서,숭인119안전센터,서울특별시 종로구 숭인동길 63 (숭인동),"서울특별시 종로구 창신1동, 서울특별시 종로구 창신2동, 서울특별시 종로구 창신3동, 서울특별시 종로구 숭인1동, 서울특별시 종로구 숭인2동, 서울특별시 종로구 충신동, 서울특별시 종로구 종로6가"
서울소방재난본부,서울종로소방서,신교119안전센터,서울특별시 종로구 자하문로 93 (신교동),"서울특별시 종로구 청운동, 서울특별시 종로구 신교동, 서울특별시 종로구 효자동, 서울특별시 종로구 궁정동, 서울특별시 종로구 창성동, 서울특별시 종로구 통인동, 서울특별시 종로구 누상동, 서울특별시 종로구 누하동, 서울특별시 종로구 옥인동, 서울특별시 종로구 무악동, 서울특별시 종로구 체부동, 서울특별시 종로구 필운동, 서울특별시 종로구 통의동, 서울특별시 종로구 홍파동, 서울특별시 종로구 교남동, 서울특별시 종로구 교북동, 서울특별시 종로구 행촌동, 서울특별시 종로구 사직동"
서울소방재난본부,서울종로소방서,신영119안전센터,서울특별시 종로구 진흥로 477 (신영동),"서울특별시 종로구 구기동, 서울특별시 종로구 평창동, 서울특별시 종로구 부암동, 서울특별시 종로구 홍지동, 서울특별시 종로구 신영동"
서울소방재난본부,서울종로소방서,연건119안전센터,서울특별시 종로구 대학로 91 (연건동),"서울특별시 종로구 혜화동, 서울특별시 종로구 명륜동1가, 서울특별시 종로구 명륜동4가, 서울특별시 종로구 연건동, 서울특별시 종로구 동숭동, 서울특별시 종로구 원남동, 서울특별시 종로구 인의동, 서울특별시 종로구 예지동, 서울특별시 종로구 연지동, 서울특별시 종로구 효제동, 서울특별시 종로구 종로5가, 서울특별시 종로구 이화동"
서울소방재난본부,서울종로소방서,종로119안전센터,서울특별시 종로구 돈화문로 30 (묘동),"서울특별시 종로구 화동, 서울특별시 종로구 가회동, 서울특별시 종로구 운니동, 서울특별시 종로구 경운동, 서울특별시 종로구 익선동, 서울특별시 종로구 낙원동, 서울특별시 종로구 훈정동, 서울특별시 종로구 봉익동, 서울특별시 종로구 묘동, 서울특별시 종로구 돈의동, 서울특별시 종로구 종로3가, 서울특별시 종로구 종로4가, 서울특별시 종로구 관수동, 서울특별시 종로구 장사동, 서울특별시 종로구 와룡동, 서울특별시 종로구 재동, 서울특별시 종로구 계동, 서울특별시 종로구 원서동, 서울특별시 종로구 권농동"
서울소방재난본부,서울중랑소방서,119구조대,서울특별시 중랑구 신내로 183,
서울소방재난본부,서울중랑소방서,망우119안전센터,서울특별시 중랑구 용마산로 524 (망우동),"서울특별시 중랑구 망우동, 서울특별시 중랑구 면목본동, 서울특별시 중랑구 면목3동, 서울특별시 중랑구 면목8동"
서울소방재난본부,서울중랑소방서,면목119안전센터,서울특별시 중랑구 동일로 475 (면목동),"서울특별시 중랑구 면목2동, 서울특별시 중랑구 면목4동, 서울특별시 중랑구 면목5동, 서울특별시 중랑구 면목7동, 서울특별시 중랑구 면목3동, 서울특별시 중랑구 면목8동"
서울소방재난본부,서울중랑소방서,신내119안전센터,서울특별시 중랑구 신내로 183 (신내동),"서울특별시 중랑구 신내동, 서울특별시 중랑구 묵1동"
서울소방재난본부,서울중랑소방서,중화119안전센터,서울특별시 중랑구 동일로 783 (중화동),"서울특별시 중랑구 중화동, 서울특별시 중랑구 상봉동, 서울특별시 중랑구 묵2동"
서울소방재난본부,서울중부소방서,119구조대,서울특별시 중구 퇴계로 394,
서울소방재난본부,서울중부소방서,무학119안전센터,서울특별시 중구 퇴계로 394 (무학동),"서울특별시 중구 황학동, 서울특별시 중구 신당1동, 서울특별시 중구 신당4동, 서울특별시 중구 신당5동, 서울특별시 중구 신당6동, 서울특별시 중구 광희동2가, 서울특별시 중구 장충동1가"
서울소방재난본부,서울중부소방서,신당119안전센터,서울특별시 중구 다산로8길 2 (신당동),"서울특별시 중구 신당2동, 서울특별시 중구 신당3동, 서울특별시 중구 장충동2가, 서울특별시 중구 묵정동, 서울특별시 중구 필동2가, 서울특별시 중구 필동3가, 서울특별시 중구 예장동"
서울소방재난본부,서울중부소방서,을지로119안전센터,서울특별시 중구 을지로45길 43 (신당동),"서울특별시 중구 주교동, 서울특별시 중구 방산동, 서울특별시 중구 을지로3가, 서울특별시 중구 7가, 서울특별시 중구 오장동, 서울특별시 중구 예관동, 서울특별시 중구 충무로4가, 서울특별시 중구 충무로5가, 서울특별시 중구 광희동1가, 서울특별시 중구 쌍림동, 서울특별시 중구 입정동, 서울특별시 중구 산림동, 서울특별시 중구 저동2가, 서울특별시 중구 초동, 서울특별시 중구 인현동1가, 서울특별시 중구 인현동2가"
서울소방재난본부,서울중부소방서,충무로119안전센터,서울특별시 중구 충무로 11 (충무로3가),"서울특별시 중구 충무로1가, 서울특별시 중구 충무로3가, 서울특별시 중구 필동1가, 서울특별시 중구 남학동, 서울특별시 중구 주자동, 서울특별시 중구 태평로1가, 서울특별시 중구 무교동, 서울특별시 중구 다동, 서울특별시 중구 을지로1가, 서울특별시 중구 을지로2가, 서울특별시 중구 삼각동, 서울특별시 중구 수하동, 서울특별시 중구 장교동, 서울특별시 중구 수표동, 서울특별시 중구 소공동, 서울특별시 중구 명동1가, 서울특별시 중구 명동2가, 서울특별시 중구 남대문로1가, 서울특별시 중구 남대문로2가, 서울특별시 중구 남산동1가, 서울특별시 중구 남산동3가, 서울특별시 중구 저동1가"
서울소방재난본부,서울중부소방서,회현119안전센터,서울특별시 중구 소공로 30 (회현동2가),"서울특별시 중구 남대문로3가, 서울특별시 중구 남대문로5가, 서울특별시 중구 의주로1가, 서울특별시 중구 의주로2가, 서울특별시 중구 중림동, 서울특별시 중구 만리동1가, 서울특별시 중구 만리동2가, 서울특별시 중구 봉래동 1가, 서울특별시 중구 봉래동2가, 서울특별시 중구 회현동1가, 서울특별시 중구 회현동3가, 서울특별시 중구 남창동, 서울특별시 중구 충정로1가, 서울특별시 중구 정동, 서울특별시 중구 순화동, 서울특별시 중구 서소문동, 서울특별시 중구 태평로2가, 서울특별시 중구 북창동"
세종소방본부,세종남부소방서,119구조대,세종특별자치시 절재로 301,
세종소방본부,세종남부소방서,보람119안전센터,세종특별자치시 남세종로 436(보람동),"세종특별자치시 대평동, 세종특별자치시 보람동, 세종특별자치시 소담동, 세종특별자치시 반곡동, 세종특별자치시 금남면"
세종소방본부,세종남부소방서,아름119안전센터,세종특별자치시 보듬3로 119 (아름동),"세종특별자치시 고운동, 세종특별자치시 아름동, 세종특별자치시 종촌동, 세종특별자치시 연기면"
세종소방본부,세종남부소방서,어진119안전센터,세종특별자치시 절재로 301 (어진동),"세종특별자치시 도담동, 세종특별자치시 어진동"
세종소방본부,세종남부소방서,장군119안전센터,세종특별자치시 장군면 장척로 391,세종특별자치시 장군면
세종소방본부,세종남부소방서,한솔119안전센터,세종특별자치시 노을3로 29 (한솔동),"세종특별자치시 한솔동, 세종특별자치시 다정동 ,세종특별자치시 새롬동, 세종특별자치시 나성동, 세종특별자치시 가람동"
세종소방본부,세종북부소방서,119구조대,세종특별자치시 조치원읍 세종로 2439,
세종소방본부,세종북부소방서,부강119안전센터,세종특별자치시 부강면 청연로 7 (부강리),"세종특별자치시 부강면, 연동면"
세종소방본부,세종북부소방서,소정119지역대,세종특별자치시 소정면 학교말길 17-3,세종특별자치시 소정면
세종소방본부,세종북부소방서,연서119안전센터,세종특별자치시 연서면 도신고복로 306,세종특별자치시 연서면
세종소방본부,세종북부소방서,원리119지역대,세종특별자치시 조치원읍 으뜸길 235,세종특별자치시 조치원읍
세종소방본부,세종북부소방서,전동119지역대,세종특별자치시 전동면 운주산로 386,세종특별자치시 전동면
세종소방본부,세종북부소방서,전의119안전센터,세종특별자치시 전의면 서정길 46-6 (서정리),"세종특별자치시 전의면, 세종특별자치시 소정면, 세종특별자치시 전동면"
세종소방본부,세종북부소방서,조치원119안전센터,세종특별자치시 조치원읍 세종로 2439,세종특별자치시 조치원읍
울산소방본부,울산남부소방서,119구조대,울산광역시 남구 중앙로 201,
울산소방본부,울산남부소방서,공단119안전센터,울산광역시 남구 사평로 161 (부곡동),"울산광역시 남구 황성동, 울산광역시 남구 남화동, 울산광역시 남구 두왕동, 울산광역시 남구 부곡동, 울산광역시 남구 선암동, 울산광역시 남구 성암동, 울산광역시 남구 옥동, 울산광역시 남구 용연동, 울산광역시 남구 용잠동, 울산광역시 남구 여천동, 울산광역시 남구 청량읍, 울산광역시 남구 상개동"
울산소방본부,울산남부소방서,무거119안전센터,울산광역시 남구 문수로 89 (무거동),"울산광역시 남구 무거동, 울산광역시 남구 옥동"
울산소방본부,울산남부소방서,삼산119안전센터,울산광역시 남구 삼산중로 149 (삼산동),"울산광역시 남구 삼산동, 울산광역시 남구 달동"
울산소방본부,울산남부소방서,신정119안전센터,울산광역시 남구 신정로 87번길2 (달동),"울산광역시 남구 달동, 울산광역시 남구 신정동"
울산소방본부,울산남부소방서,여천119안전센터,울산광역시 남구 여천로 81-33 (야음동),"울산광역시 남구 고사동, 울산광역시 남구 남화동, 울산광역시 남구 달동, 울산광역시 남구 부곡동, 울산광역시 남구 선암동, 울산광역시 남구 신정동, 울산광역시 남구 야음동, 울산광역시 남구 여천동, 울산광역시 남구 용연동, 울산광역시 남구 용잠동"
울산소방본부,울산남부소방서,장생포119안전센터,울산광역시 남구 매암로 18 (매암동),"울산광역시 남구 매암동, 울산광역시 남구 장생포동, 울산광역시 남구 여천동"
울산소방본부,울산남울주소방서,119구조대,울산광역시 울주군 온산읍 덕신로 232,
울산소방본부,울산남울주소방서,화산119안전센터,울산광역시 울주군 온산읍 공단로 417,울주군 온산읍 화산리 
울산소방본부,울산동부소방서,119구조대,울산광역시 동구 꽃바위2가길 9 동부소방서,
울산소방본부,울산동부소방서,전하119안전센터,울산광역시 동구  진성4가길 8 (전하동),"울산광역시 동부동, 울산광역시 서부동, 울산광역시 미포동, 울산광역시  주전동, 울산광역시  전하동, 울산광역시 일산동"
울산소방본부,울산동부소방서,화암119안전센터,울산광역시 동구 꽃바위2가길 9 (방어동),"울산광역시 방어동, 울산광역시 화정동"
울산소방본부,울산동부소방서,화정119안전센터,울산광역시 동구 방어진순환도로 601 (화정동),"울산광역시 일산동, 울산광역시 화정동, 울산광역시 전하동, 울산광역시 방어동"
울산소방본부,울산북부소방서,강동119안전센터,울산광역시 북구 산하중앙2로 231 (산하동),"울산광역시 북구 신명동, 울산광역시 북구 대안동, 울산광역시 북구 산하동, 울산광역시 북구 정자동, 울산광역시 북구 무룡동, 울산광역시 북구 신현동, 울산광역시 북구 구유동, 울산광역시 북구 당사동, 울산광역시 북구 어물동"
울산소방본부,울산북부소방서,농소119안전센터,울산광역시 북구 아진로 72 (상안동),"울산광역시 북구 상안동, 울산광역시 북구 천곡동, 울산광역시 북구 달천동, 울산광역시 북구 시례동, 울산광역시 북구 가대동"
울산소방본부,울산북부소방서,매곡119안전센터,울산광역시 북구 오토밸리로 1024 (매곡동),"울산광역시 북구 매곡동, 울산광역시 북구 신천동, 울산광역시 북구 중산동, 울산광역시 북구 호계동, 울산광역시 북구 창평동"
울산소방본부,울산북부소방서,송정119안전센터,울산광역시 북구 화동로 178,"울산광역시 북구 송정동, 울산광역시 북구 화봉동, 울산광역시 북구 연암동, 울산광역시 북구 진장동"
울산소방본부,울산북부소방서,염포119안전센터,울산광역시 북구 염포로 769 (염포동),"울산광역시 북구 북구 염포동, 울산광역시 북구 양정동, 울산광역시 북구 효문동, 울산광역시 북구 명촌동"
울산소방본부,울산서울주소방서,119구조대,울산광역시 울주군 언양읍 남천둑길 99,
울산소방본부,울산온산소방서,온산119안전센터,울산광역시 울주군 온산읍 덕신로 232,"울주군 온산읍, 울주군 청량읍"
울산소방본부,울산온산소방서,온양119안전센터,울산광역시 울주군 온양읍 온양로 74,"울주군 온양읍, 울주군 서생면"
울산소방본부,울산온산소방서,웅촌119안전센터,울산광역시 울주군 웅촌면 곡천검단로 9,"울주군 웅촌면, 울주군 삼동면"
울산소방본부,울산울주소방서,두서119안전센터,울산광역시 울주군 두서면 인보로 85,"울주군 두서면, 울주군 두동면"
울산소방본부,울산울주소방서,범서119안전센터,울산광역시 울주군 범서읍 구영앞길 99,울주군 범서읍
울산소방본부,울산울주소방서,언양119안전센터,울산광역시 울주군 삼남읍 도호길 72-37,"울주군 언양읍, 울주군 삼남읍, 울주군 상북면, 울주군 삼동면"
울산소방본부,울산울주소방서,옥동119안전센터,울산광역시 남구 대공원입구로 21번길20 (옥동),"울산광역시 남구 신정동, 울산광역시 남구 두왕동, 울산광역시 남구 선암동, 울산광역시 남구 옥동"
울산소방본부,울산중부소방서,119구조대,울산 중구 종가로 205,
울산소방본부,울산중부소방서,병영119안전센터,울산광역시 중구 구교로 226 (남외동),"중구 남외동, 중구 동동, 중구 서동, 중구 약사동, 중구 반구동, 중구 장현동, 중구 복산동, 중구 학성동"
울산소방본부,울산중부소방서,성남119안전센터,울산광역시 중구 젊음의거리 6 (성남동),"중구 옥교동, 중구 학성동, 중구 학산동, 중구 성남동, 중구 반구동, 중구 복산동, 중구 북정동"
울산소방본부,울산중부소방서,유곡119안전센터,울산광역시 중구 종가로 205 (유곡동),"중구 성안동, 중구 교동, 중구 북정동, 중구 유곡동, 중구 성남동, 중구 우정동, 중구 서동, 중구 장현동, 중구 태화동, 중구 학산동, 중구 학성동, 중구 복산동, 중구 약사동"
울산소방본부,울산중부소방서,태화119안전센터,울산광역시 중구 태화로 111 (태화동),"중구 다운동, 중구 태화동, 중구 유곡동, 중구 우정동, 중구 범서읍 서사리,중구 두산리, 중구 척과리"
울산소방본부 ,울산북부소방서,119구조대,울산 북구 화동로 178,
인천소방본부,인천강화소방서,119구조대,인천광역시 강화군 불은면 중앙로 505,
인천소방본부,인천강화소방서,강화119안전센터,인천광역시 강화군 강화읍 남문로 23번길 11,"인천광역시 강화군 강화읍, 인천광역시 강화군 송해면"
인천소방본부,인천강화소방서,교동119지역대,인천광역시 강화군 교동면 교동남로 28,인천광역시 강화군 교동면
인천소방본부,인천강화소방서,길상119안전센터,인천광역시 강화군 길상면 마니산로 93,"인천광역시 강화군 길상면, 인천광역시 강화군 화도면"
인천소방본부,인천강화소방서,내가119안전센터,인천광역시 강화군 내가면 강화서로 235-1,"인천광역시 강화군 내가면, 인천광역시 강화군 양사면, 인천광역시 강화군 삼산면, 인천광역시 강화군 교동하점면, 인천광역시 강화군 서도면"
인천소방본부,인천강화소방서,두운119지역대,인천광역시 강화군 강화동로 562-3,인천광역시 강화군 두운리
인천소방본부,인천강화소방서,불은119안전센터,인천광역시 강화군 불은면 중앙로 505,"인천광역시 강화군 불은면, 인천광역시 강화군 양도면, 인천광역시 강화군 선원면"
인천소방본부,인천강화소방서,삼산119지역대,인천광역시 강화군 삼산북로 473번길 10,인천광역시 강화군 삼산면
인천소방본부,인천강화소방서,양도119지역대,인천광역시 강화군 양도면 강화남로 702,인천광역시 강화군 양도면
인천소방본부,인천강화소방서,양사119지역대,인천광역시 강화군 양사면 전망대로 1319,인천광역시 강화군 양사면
인천소방본부,인천강화소방서,하점119지역대,인천광역시 강화군 하점면 강화대로 1247번길 12,인천광역시 강화군 하점면
인천소방본부,인천강화소방서,화도119지역대,인천광역시 강화군 화도면 마니산로 703-14,인천광역시 강화군 화도면
인천소방본부,인천검단소방서,119구조대,인천광역시 검단구 원당대로 736(마전동),
인천소방본부,인천검단소방서,검단119안전센터,인천광역시 검단구 완정로 191,"인천광역시 검단구 백석동, 인천광역시 검단구 왕길동, 인천광역시 검단구 금곡동"
인천소방본부,인천검단소방서,대곡119지역대,인천광역시 검단구 대곡로129(대곡동),인천광역시 검단구 대곡동
인천소방본부,인천검단소방서,마전119안전센터,인천광역시 검단구 원당대로 736,"인천광역시 검단구 마전동, 인천광역시 검단구 당하동"
인천소방본부,인천검단소방서,오류119안전센터,인천광역시 검단구 대촌로 6 (오류동),인천광역시 검단구 오류동
인천소방본부,인천검단소방서,원당119안전센터,인천광역시 검단구 원당대로 881,"인천광역시 검단구 불로동, 인천광역시 검단구 대곡동, 인천광역시 검단구 원당동"
인천소방본부,인천계양소방서,119구조대,인천광역시 계양구 장제로 774,
인천소방본부,인천계양소방서,계산119안전센터,인천광역시 계양구 주부토로 557 (계산동),"인천광역시 계양구 계산1동, 인천광역시 계양구 계산2동, 인천광역시 계양구 계양2동"
인천소방본부,인천계양소방서,작전119안전센터,인천광역시 계양구 장제로 774 (계산동),"인천광역시 계양구 계산3동, 인천광역시 계양구 계산4동, 인천광역시 계양구 작전1동, 인천광역시 계양구 작전서운동, 인천광역시 계양구 계양2동"
인천소방본부,인천계양소방서,장기119안전센터,인천광역시 계양구 장기서로 14 (장기동),"인천광역시 계양구 계양1동, 인천광역시 계양구 계양3동, 인천광역시 계양구 계양2동"
인천소방본부,인천계양소방서,효성119안전센터,인천광역시 계양구 효서로 96-1 (효성동),"인천광역시 계양구 효성1동, 인천광역시 계양구 효성2동, 인천광역시 계양구 작전2동"
인천소방본부,인천공단소방서,119구조대,인천광역시 남동구 남동서로 208,
인천소방본부,인천공단소방서,고잔119안전센터,인천광역시 남동구 남동서로 208 (고잔동),인천광역시 남동구 논현고장동
인천소방본부,인천공단소방서,논현119안전센터,인천광역시 남동구 소래역로 109 (논현동),"인천광역시 남동구 논현1동, 인천광역시 남동구 논현2동"
인천소방본부,인천공단소방서,도림119안전센터,인천광역시 남동구 비류대로 667 (남촌동),"인천광역시 남동구 도림동, 인천광역시 남동구 남촌동, 인천광역시 연수구 선학동"
인천소방본부,인천공단소방서,동춘119안전센터,인천광역시 연수구 앵고개로 241 (동춘동),"인천광역시 연수구 연수동, 인천광역시 연수구 동춘동"
인천소방본부,인천공단소방서,소래119안전센터,인천광역시 남동구 에코중앙로 86 (논현동),인천광역시 남동구 논현1동
인천소방본부,인천공단소방서,옥련119안전센터,인천광역시 연수구 청량로 155번길 7 (옥련동),"인천광역시 연수구 옥련동, 인천광역시 연수구 청학동"
인천소방본부,인천남동소방서,119구조대,인천광역시 남동구 인주대로 714,
인천소방본부,인천남동소방서,간석119안전센터,인천광역시 남동구 경인로 621 (간석동),"인천광역시 남동구 간석1동, 인천광역시 남동구 간석2동, 인천광역시 남동구 간석3동, 인천광역시 남동구 간석4동"
인천소방본부,인천남동소방서,구월119안전센터,인천광역시 남동구 인주대로 714 (구월동),"인천광역시 남동구 구월1동, 인천광역시 남동구 구월2동, 인천광역시 남동구 구월3동, 인천광역시 남동구 구월4동"
인천소방본부,인천남동소방서,담방119안전센터,인천광역시 남동구 매소홀로 1044 (만수동),"인천광역시 남동구 만수1동, 인천광역시 남동구 만수6동, 인천광역시 남동구 수산동"
인천소방본부,인천남동소방서,만수119안전센터,인천광역시 남동구 백범로 207 (만수동),"인천광역시 남동구 만수2동, 인천광역시 남동구 만수3동, 인천광역시 남동구 만수4동"
인천소방본부,인천남동소방서,서창119안전센터,인천광역시 남동구 서창방산로 61 (서창동),"인천광역시 남동구 서창동, 인천광역시 남동구 운영동, 인천광역시 남동구 장수동"
인천소방본부,인천미추홀소방서,119구조대,인천광역시 미추홀구 인하로 190,
인천소방본부,인천미추홀소방서,관교119안전센터,인천광역시 미추홀구 인하로 450 (관교동),"인천광역시 미추홀구 문학동, 인천광역시 미추홀구 관교동, 인천광역시 미추홀구 주안4동, 인천광역시 미추홀구 주안8동"
인천소방본부,인천미추홀소방서,도화119안전센터,인천광역시 미추홀구 장고개로 85 (도화동),"인천광역시 미추홀구 도화2동, 인천광역시 미추홀구 도화3동, 인천광역시 미추홀구 주안5동"
인천소방본부,인천미추홀소방서,숭의119안전센터,인천광역시 미추홀구 석정로 49번길 30 (숭의동),"인천광역시 미추홀구 숭의1동, 인천광역시 미추홀구 숭의2동, 인천광역시 미추홀구 숭의3동, 인천광역시 미추홀구 숭의4동"
인천소방본부,인천미추홀소방서,신기119안전센터,인천광역시 미추홀구 인하로 190 (주안동),"인천광역시 미추홀구 주안2동, 인천광역시 미추홀구 주안3동, 인천광역시 미추홀구 주안7동, 인천광역시 미추홀구 용현1동, 인천광역시 미추홀구 용현4동, 인천광역시 미추홀구 학익동"
인천소방본부,인천미추홀소방서,용현119안전센터,인천광역시 미추홀구 독배로 376 (용현동),"인천광역시 미추홀구 용현2동, 인천광역시 미추홀구 용현3동, 인천광역시 미추홀구 용현5동"
